,review
507,这部片子曲解甚至玷污了的东西，包括爵士乐、钢琴演奏、唱片录制行业、工人阶级。
508,就是因为世界观构建的不明所以，很多元素之间没有合乎逻辑的连接和巧妙的对应，所以在我看来这就是一部乏善可陈的纯情少女洗浴城“观光记”——无聊的连“历险记”都算不上
509,以前好几次都只看了一半，这次终于完整的看完了，发现也没什么，蛮无聊，幼稚的。
510,没太get到这片子的点，虽说是动画片但这个画风明明是恐怖片的感觉，剧情看似奇幻实则华而不实，暗喻讽刺也并不出彩，结局戛然而止更是莫名其妙。2.6/5
511,剧情乱糟糟啊！渣画风啊！妖怪各种难看啊！小白是塔矢变身是龙狗啊！无脸男是大虚原型啊！对龙猫里大吵大闹姐妹俩够无感了，千寻性格表情更难受啊！偶尔回忆还裸镜啊！主题再深刻再感人有毛用啊！原来这部这么坑爹啊！
512,"父母竟成禽兽，未成年少女卖身洗浴中心。。。
久石让的音乐依然出色"
513,过于无厘头 还有点恶心
514,熟么啊我操？一家人来到了一个不是人呆的地方儿，她爸妈立刻吃成猪了，她没吃所以没有成猪，然后非想跟那儿找一工作，但找工作必须要一老太婆儿同意，然后老太婆儿就同意了，然后她就找着了一个工作，跟一群蛤蟆开始了生活，然后那群蛤蟆一会儿觉得人的味道香一会儿觉得臭，就没个长性。我操这熟么啊？
515,我一直不知道这部电影到底哪里好看了。不就是一篇完全失去逻辑的意淫幻想吗？
516,父亲价值观简直令人作呕，以梦想、金钱、冠军强制女儿人生，所谓父女情不如说是满足私欲后的奖励。电影讲述打破性别偏见，其实自己已经偏见得无可救药。纵然父权被击倒在地，也要用整个后半部分将其再次扶到最高位。
517,价值观确实有问题，或许只有放在印度的语境里才能成立吧。看完很不舒服，沦为父亲实现梦想的工具，真的就比沦为别人生育和家务的工具，更值得赞美吗？不过是同样恶心的两件事罢了，哪有高尚和胜利可言。
518,电影沉溺于“女变男”的戏谑和奇观中，女人无力反抗命运固然可悲，成为父亲梦想的奴隶也丝毫不值得骄傲。本片传递的家庭观、男女观、国家观和体育观都封建且迂腐，连鸡汤都算不上只是直男癌的呕吐物。
519,价值观明显有问题…这么高的分数也是醉
520,#电影院# 脱离国情背景去吐槽三观就是耍流氓。梦想建立在父亲对女儿无情的童年剥夺和精神压榨上看似不妥，那也得女儿自己有天分不是？毕竟三女四女他就没强迫去学。而她们的成功在印度这个极度重男轻女的国家确实是有革命意义的，也许能成为改变其她女子命运的一个契机，星星之火，可以燎原。
521,不值高分。最大的原因就是分明是用一种束缚去摆脱另一种束缚。对于男主的两个女儿来说，其实依然没有选择。可能它在印度的语境下有一定进步意义。但从我有限的视角来看，可能拍徐云丽怎么成为VIP更吸引人。
522,价值观不同。我不会强迫孩子去完成自己的梦想！更不忍心对女儿那么严厉！
523,片子是不沉闷的，可是一开始的节奏就让我浑身不舒服，丝毫没有看到一点女权色彩，看到的只有女儿们被逼着去实现爸爸的梦想，就算她们能赢得比赛摆脱家庭主妇生育机器的命运走上人生巅峰也不能掩盖这一点。片尾曲的时候有两个印度小哥跑到荧幕下面一言不合跟着音乐跳起舞来23333
524,电影本身套路化，但这部电影表达的价值观还真是令人反感啊。★★
525,印度好苦啊14岁就要嫁人。动作戏拍得很精彩。会摔跤的女孩子真性感。完成度挺高的电影了。果然干什么都要动脑子，要心理素质好，要不断练习，不要放弃。策略挺机智的。既鼓励女生上进，又适当舔了一下广大父亲（“外面的人哪里比得上父亲啊？”），且带出了民族荣誉感。
526,印度电影都已经成熟到这种程度了……能明显感觉整个行业都走在正道儿上，不是在搞投机取巧的歪门邪道。
527,深夜翻墙看完，感觉恶心，太做作
528,什么都过了。
529,我先不论你有什么价值取向问题，也不在乎你情节有多烂俗，镜头语言低级到连国产电视剧的水平都不如，这就无法忍受了，配乐更是灾难。同样的体育题材，去年有一部已经比较平庸的《飞鹰艾迪》，都完爆本片。
530,建制派勵志片告訴觀眾：女性遭受的苦難，有且很可能僅有兩種途徑化解。1. 祖國的榮譽，2. 父權的夢想。雖然這部電影的女演員選得不錯，但我不喜歡這部電影。而且也多虧對白是一項大家不懂的語言，要是普通話念出來，觀眾早白眼了。
531,坚决打倒以各种套路包装的、倒行逆施的民族主义和父权思想！
532,如此父权社会，要比电影本身的无趣、冗长、强行煽情抢眼的多。女儿的成功是由“去女性化”和代替父亲完成梦想而来的，不过这多少是种“肉糜”视角，代入到当下印度社会，这已经是种反抗了。
533,分数虚高的可怕，太套路了，所有感动和转折都经过精密计算，谈不上什么影像创造，就是个故事，这不值得骄傲。在印度的现实背景下电影自然承担了部分现实功能，这个不否认。
534,豆友们你们简直是在搞笑
535,今年第一部让我还没看完就觉得烂得看不下去想回家的电影…
536,"很是失望。本片创意构思和特效场面都还远不够震撼，叙事上有点弄巧成拙，故事发展全部依赖大段大段的对白，不痛不痒矫揉造作的情感戏形同鸡肋，再加上迪卡极为拙劣的演技，使此片不可避免地成为一部平庸之作。
剧情谈不上有多复杂艰深，想象力也远不及《黑客帝国》《移魂都市》等佳作"
537,为什么我就觉得不好看，一点点阿凡达，一点点禁闭岛，一点点这个一点点那个拼在一起，水果硬糖出来演科技女，来昂纳多成了精分专业户，可以的，你们可以再拍盗梦二，盗梦三，但是怎么来说都跟一个幻想狂的中学生写的作文似的，那叫一个牵强。
538,一个1/3时长用来解释规则，1/3时长示范操作，另外1/3时长用来瞎鸡巴撞车打枪造噱头的电子游戏。
539,真的是，从蝙蝠侠开始，他的电影每一个点都跟我不在一个空间，每一个脑电波都不在一个波长。还老拍得那么长，每次看丫电影我不是睡着就是呕半天气⋯⋯
540,服了好莱坞媒体吹牛B的本事了...一个劣版红辣椒被吹成这样？
541,真的不喜欢，不好看，没感觉
542,肖申克技术上再完美，也无法掩饰其反动、虚伪的思想实质，再回想历史上那么多倒塌的造神运动和自封为创造大同世界的政权，你就能感觉这部影片是多么的虚假可悲，但更可悲的是事实证明，人民更喜欢精神毒品，喜欢听无法实现的童话故事，你也没办法…………
543,简洁是艺术的灵魂，冗长是肤浅的藻饰。对于这部电影，不论什么时候，我都会感恶心，我就是这么自我。
544,大众经典我从不感冒，为什么？我欣赏水平不行？
545,有那么好吗？？？？？
546,这部标记排名第一的电影被越来越体制化的大众标记为需求，但那虚构的希望恐怕是个偌大的笑话。根深蒂固的资本原则在被掌权者剥夺权利的《第七大陆》上呈现出多端的众生相，资本积累成了人们重返自由和尊严彼岸的唯一途径。因此《肖申克的救赎》最终是代表统治阶级的救赎，它与作为人的人没有任何关系。
547,真的不喜欢，不好看，没感觉
548,我一直不知道该如何形容我对它的感觉，现在终于找到了一个词：最炫民族风。
549,"A cheap and reactionary film. There is no ""redemption"" here, but ""hope"" (the hope of what?). What happens the next day, when parole officers catch up with Red? What happens to bringing the real culprit of Andy's wife behind the bar? Where is the PTSD of an ""institutional man?"" There is no deep critique of prison economy here, nor that of America's CJS (all we have is a few corrupt officials outsmarted by a banker who of course ran away w all the money and is praised for it, sounds familiar?). The completely implausible ""figaro"" sequence cheapens the real struggle for freedom. All of this is the stuff of cheap Hollywood."
550,"可能是因为我已经知道片子是怎么回事了，所以觉得有点不够震撼。也可能是因为以前看过越狱了，所以也没新鲜感了。总之，没觉得太好，头重脚轻的
"
551,"阿里出的毒鸡汤，携带私货。
在下沉市场里要是不标明聚划算，我还以为是拼多多的宣传片。"
552,无功无过，但是被吹的有点过了，节奏很快但是快得有点尴尬😓六元怎么感觉演什么都是秦风，就那样吧。
553,许宏宇+陈光荣的组合就这样浪费了，浮夸抛弃了剧本的本质，有想法没能力，不过许的镜头还是可以的。
554,阿里巴巴宣传片 一星给演员 一星给前半部分
555,剧情简陋，粉丝狂吹
556,唯品会农村版图扩张，合伙人变形计，自嗨式的无知，理想化的成长，全片充满廉价笑点与想当然，然后矫情的代入矛盾和困境，合伙人心生嫌隙，艾怡良“Forever Young”生硬运用，然后故作流泪省思，再莫名其妙的与彼此和解，三人的友谊给人一种在合作和利益中的生成印象，流水账叙事，跳跃式成功，缺乏太多的有效细节支撑，脱离现实张力，把农村创业的春天拍的一蹴而就，说实话没有受到鼓舞，也没接收到感动，一切都太赶鸭子上架了，当然鼓吹建设农村和创业版图，主题和初衷是正向励志的输出，但还是与对影片的期待值背道而驰，只浅薄的停留在铺满理想化色彩的路上，“天地人和”拿来式推进，小觑困顿，架空现实，对于一部分人来说可能受用，但影片的本质内核还是假大空一场，撇开这些问题，彭昱畅得单拎出来表扬，角色灵魂注入，表演松弛有度
557,好无聊
558,我和我的家乡之云南长片版，问题差不多，这个十一实在是不想再说什么了。真要夸优点的话，许宏宇导演的节奏感很好，第三幕全靠剪辑撑起来，业务能力挺好的。无论什么题材，学会用类型电影的技巧包装，技巧玩的越高级，片子就越有迷惑性，这种与时俱进的拍法让当年的主旋律故事片似乎是焕发了新机，但命题太直接用力过猛的话，也可能变成新时代的样本戏，不信你回头看看，当年的样本戏在技巧上也非常懂戏。
559,中午刚看完回来，毒舌君来一句犀利的吐槽——不看演职员表，还以为这片子是咪蒙导的呢，呵呵！贩卖大城市生活焦虑，虚构农村创业神话，最后刘昊然问大家“有没有远山树林的味道”的时候，所有喝咖啡的人都不由自主地把手举了起来，这“洗脑范儿”就问你够不够咪蒙？够不够咪蒙？？？哈哈哈！哦，对了，刘昊然、彭昱畅、尹昉这“创业三兄弟”生产的咖啡还肩负着挑战外国咖啡大企业，带领中国咖啡前进的重任，我去！这简直就是“咖啡战狼”啊！
560,站在创业扶贫的风口，怎么使力却也飞不起来。浓缩到那头虚幻的小黑猪、那只昏暗地铁里的飞虫上，不像自然而然的生发，而是创作者蛮横的引领，用人畜无害的表面掩盖断裂的逻辑，指向一个无可依附的圆满结局。和《家乡》一样，太过轻佻地跨越了乡村的困境，背叛《中国合伙人》仅存的真实性，把复杂而深刻的矛盾碾平成漫画式的图景，云淡风轻地一笔带过残酷的现状，凡此种种，皆是精心营建的剥削。《喜欢你》毕竟还是在浪漫爱情的范畴里腾挪，碰到现实题材还变本加厉地粉饰太平，这样构建喜剧的方式天然令我反感。以快节奏和类型技巧压制主旋律的外露，背地里还是生意人的精明算盘罢了。
561,速溶咖啡式电影，短暂刺激提神，长期饮用有害健康。
562,低于预期 一般般
563,一星给导演，一星给彭昱畅，刘昊然演技真的是完全没进步，唐探一的时候还是挺惊艳的，唐探二……然后就没有然后了
564,"魏晋北从未错过任何一个风口，什么都做过，但从来没成功过，甚至想跳楼自杀。
开头是反鸡汤、反成功学，但拍到后面还是变成了心灵鸡汤、成功学。
魏晋北的经历说明创业是一件很困难的事，但这一次创业他们又成功得太容易了。
他们太容易就说服村民请他们帮忙网购，太容易就拿了银奖，太容易就说服村民种咖啡，太容易就得到了全世界最大的咖啡经销商的关注，太容易就把普洱咖啡做起来了……一切都太容易了。
电影拍到第70分钟的时候就该结束了，虽然魏晋北显然是反面教材，但我怎么觉得魏晋北说得很有道理呢？
“你到底为什么觉得你能改变这片土地？你有经验吗？你受过专业训练吗？你真的以为你脑子里面奇奇怪怪的想法都是知识吗？”
星雀真的是瞎了眼才会花600万收购你们，趁星雀老板还没清醒过来赶紧把合同签了吧，过了这个村就没这个店了。"
565,热评大V们清一色“黑马”之势，这种精心包装的毒鸡汤真是令人干呕，不如看看b站郭杰瑞。
566,《我和我的家乡》长片版
567,国庆档前面几部不尽如人意，都在讲这部会是黑马，满心期待，但是发现期待越高失望就越大。导演能力很强，节奏快、轻松，但作为速成电影，很明显的剧本烂，演员用力过猛。
568,给尹昉吧
569,说实话 许宏宇的层面如果就到这儿 那还真不如另一个徒弟 擦边卖腐 是擦边卖腐吧？
570,导演监制，你们这是选了容易的事还是正确的事？
571,时刻警惕新时代样板戏，鲜明反对互联网资本洗脑软广。
572,在北京最高的楼房里遥望，望到的都是眼前的苟且。在云南最美的茶山间做梦，梦到的竟是远处的风光。在大城市无数个风口间迷失，在小山村每一个选择里犹疑。彭秀兵不是做了太多梦得以清醒，魏晋北不是晒得足够黑所以安眠，李绍群不是喝了太多酒导致嗜茶。我们总是在选择正确之前，做出更容易的那个选择。
573,导演编剧是傻白甜吗？
574,没必要没必要…才这么点人评分就开始营销吹口碑了。。就是因为口碑好所以满怀了期待去看 结果真的失望。。。。
575,刚从电影院出来坐进肯德基。微博上的营销号说它是黑马，主演粉丝也到处宣传，导致我对这片期待值很高，结果emmmmm一言难尽，尬嗨尬笑无逻辑，一看就是二三十天速成的爆米花电影。尹昉演戏永远憨了吧唧吊儿郎当嘴里像含着棉花糖，刘昊然演戏演啥都很秦风硬哭干嚎公式化表情台词结结巴巴，彭昱畅表现最好但是没我想象中好。两星给彭昱畅🐶
576,2.8，响应内循环号召，为加速脱钩做贡献。
577,吐了。forever young出来的时候我真是白眼翻上天，这电影有什么资格放forever young啊！！！
578,不好看
579,还是鸡汤成功励志学那一套。许宏宇的灵气与小聪明只有在布尔乔亚一点的故事里才行得通，放在这么个「扶贫下乡」的命题作文里面显得尴尬生硬。三个男演员里面，刘昊然和尹昉表演起码及格了，但彭昱畅演什么都是一个样都在演自己，基本上看几期《向往的生活》就等于看了彭昱畅在本片的戏份。
580,不会把，这也叫黑马？怀疑跟大家看的不是一部电影
581,海报太丑了，彭昱畅像个憨批。
582,割韭菜宣传片，浑身不适。
583,都是我好感的演员，但是怎么讲，我真的没想到能演成这样，剧本漏洞也很多，后半段我甚至睡着了。。。有点失望吧，还是希望弟弟们会更好
584,城市青年对于阶级跃迁的大幻想，小镇精准脱贫的要素是茶与咖啡代表的新老对抗，创业失败是兄弟情与巨头并购之间的抉择，无论哪一条都不过是精准地挑逗社畜渺茫的远方之梦而已。中国合伙人至少塑造了三个有说服力的角色，这个故事甚至和自身导入的电商or物流都没什么实质的关系。如果喜欢云南的风物，去看米花之味就好了。
585,像是看了部超长广告或者是中央台的新闻节目。
586,中途无数次想快进
587,太tm尴尬了，简直处刑
588,新时代样板戏。一个月赶拍的结果就是第三幕不知道咋写下去，现在还蛮糊弄的。
589,2020.10.4 不是很喜欢 虽然立足乡村拍出了较多的乡村浓情味 但是拍的还是太过于理想化不怎么现实 涉及了乡村振兴+电商+直播带货等题材 题材还是蛮新颖的 但个人感觉带有太多个人色彩以及理想化状态 不喜欢。如果世间有这么多成功才好了 开片就是失败的刘昊然准备跳楼后来被彭昱畅给救了 20多天没闭眼睡觉的刘听医生建议去了云南一开始做网购电商 小成功却被相亲们全部退货亏一大笔 给后山的李送快递发现他在种咖啡 种的很好去检测得了银奖 他们就劝服了乡亲们种咖啡豆 后面要被最大的咖啡商收购产生了分歧刘就回了北京 最后回到普洱继续种成立自己的品牌获得成功..太理想化
590,全片尿点满满，原来自杀只要一个陌生人的三言两语就能劝回，原来成功只要努力就能成功。用大量故意恶心观众的反智台词来填充反对力量。主人公设定极度虚假，缺乏三个普通小人物的真实感。最后一句话总结这部电影：用低级的剧情赚取观众同情的笑声，用虚伪的台词赚取观众廉价的眼泪，用反智的方式喂观众喝下有毒的鸡汤。
591,那个手势有邪教的味道了。创业毕竟不是谈恋爱，所以这一切显得太空中楼阁和彩色泡泡了。
592,这就是假想的那种故事、假的人物和假的人物关系，假的农村，城市的故事编造者在办公室里一拍脑门编了个。
593,全片靠台词撑...微信鸡汤文...不能叫电影
594,3人：屡战屡败的电商创业者、辞职回村创业的快递员、不种茶树种咖啡豆的年轻人。回村，快递网购点，受挫，咖啡师入伙……Ps:扶贫攻坚主题献礼片，制作周期两个月，仓促赶工。得亏视听好点，掩盖了故事的薄弱和表面化。远远比不上《中国合伙人》。
595,虽然刘昊然很帅，但这个电影真的很难看。很多元素都有但一塌糊涂，一些情节和人物台词出现得莫名其妙。个人表示真的很不喜欢
596,阿里巴巴为淘宝和支付宝在物流与移动支付领域打的一个长广告，剧情狗血，全是意淫。刘昊然显然是把《唐人街探案》没有完全冷却的角色身份平移过来，主打精明算计；彭昱畅也越来越王宝强了，为了搭配这外甥不是么；尹昉角色没什么亮点，他的角色存在感都很低。影片俨然《中国合伙人》的路数，三个人在树上那段还有意呼应了一下。最后靠廉价的概念上的本土产业链上价值，粗浅不说，还完全没有摊开。怎么感觉普洱咖啡才是最大的赢家，这类喜剧是国产电影市场最稳妥的类型，上限存在变数，也不至于严重翻车。现下不景气，瓜保熟就行，哪管得了甜不甜。
597,40/100 《我和我的家乡》子母套餐，但相比之下阿里巴巴还是割得更经济实惠，不仅舔了上意，还做了个2小时的付费广告。至于打了民族主义鸡血的满腔热血能否填平经济不平衡发展，户籍不平等之类的鸿沟，nbcs。
598,只能说这是一部很善良的片子，它拯救了主角和村民。也希望云南咖啡真的能走向世界。
599,社交网络十周年献礼片，大卫芬奇你感动吗？
600,作为文化研究的反面教材值得五星，踩了这两年传播学全部热点：三农/电商（淘宝拼多多聚划算）/大学生创业/新经济/物流（快递员/阶级）/打工流动人口/基层传播/新基建/咖啡（瑞幸）/中国（茶）文化对外传播/跨国资本（雀巢）/精准扶贫——最后以李佳琪亲自的直播带货和支付宝扫码取代传统集市告终，仿佛好莱坞，无比精确敏感反动无耻——以“如梦”的个人成功学screen了当下中国的全部现实问题，比《中国合伙人》有过之而无不及
601,浓浓淘宝风，最喜欢彭彭演的，昊然也喜欢
602,挺凑的，感觉刘昊然戏路好窄。
603,#电影院#操，居然是个咖啡+快递的创业广告片！笑点尴尬如坐针毡，只能安慰自己还好还有刘昊然的美貌可以稍微弥补一下精神损失。看的时候想起华农兄弟，可惜他们的竹鼠梦破灭了比电影里金手指大开的主角团惨多了。突然有点担心彭昱畅的未来戏路了，怎么出了名以后越走越窄了呢？以前还有闪光大象这种片，现在怎么越来越咋咋呼呼真的把自己当成小黄渤了？这样下去是不行的你明明可塑性很强的多演点内敛阴郁的角色提升氣質嘛！
604,不知道从什么时候起，中国电影成了响应政策号召而顺势创作的一类电影，每部电影的背后都是政策对地方、对百姓的精确指引，然后百姓得惠，齐声赞好。电影剧本只要按照剧作结构去编写就好，大差不差，反正也没人去过农村，反正也不会有人在意那些偏僻农村的人。这种刻意的粉饰，郑重其事的掩盖真实，真是难以喜欢的起来。
605,热热闹闹的，似乎就把许多问题给掩盖了。但仔细观看，仍能戳破这类影片的伎俩。所谓说教，就是纯粹转述间接经验，以此为圭臬，而忽略对亲身经历本身的体悟。所谓鸡汤，就是偷换成功的因果关系，遮掩所有的偶然性，抹除普遍性的矛盾，略过成功之路上不可复制又至关重要的细节。另外还有一大堆难听的插曲，以及群体喝咖啡举手的场景也挺邪教的。
606,硬夸刘昊然这么多年，各种吹他颜和演技，对不起，我从没感觉他哪点值得夸，表情木讷，看的出戏，每次营销都是粉丝叫老公……想请问有事吗
607,普洱咖啡味的鸡汤也是鸡汤。
608,太爱强行煽情了，完全没靠情节去拱情绪，直接走个过场，上BGM调灯光就逼着演员开整。“陈可辛”这个名字我以后会少在电影院碰了，太圆滑了。（另外希望彭彭可以暂停此类剧本了，角色类型太雷同了）
609,有点烂
610,干脆去电台朗读小说就好了。
611,校园青春片的一股清流。只是我既没怦然也没心动，不明白为什么会被捧上天
612,真的理解不了了，怎么就那么高分，每天看个5分钟，看了半个月才勉强看完
613,豆瓣最不可理喻打分之一……
614,豆瓣上的小朋友太多了
615,女孩子呢，如果不是特别漂亮的话，就得热心善良聪明殷勤懂事有个性有涵养有思想，才能换来一个有着blingbling大眼睛的男花瓶。是这个意思么...
616,尴尬肤浅的低幼小清新；这种片也能捧上天，你瓣品位之低令人恐惧
617,是有声书吗？旁白唠叨死了！
618,中国不适合拍这种片。
619,就很费劲大张旗鼓地拍了一个新概念作文，又硬塞进来许多商业诉求，真不如直接做个话剧……
620,澳洲提前上映看完觉得比期待要好 zyx演技真的不怎么样 和舒淇的感情线有点不必要 中途穿插的一些画面超级尬 但可以看出黄渤对于电影还是有一些思考的
621,如果张艺兴在这部戏里的表现都能算“惊艳”的话，那中国观众的标准真的近乎没有了
622,电影前期口碑营销做得太狠了，正所谓希望越大失望也越大。
623,太难看了……黄渤拍的电影怎么能这么难看……也没看出来哪里有荒诞，也没看出喜剧哪里好笑，整个电影的过程看的我生不如死……头疼
624,脚底踩着天花板却当作陆地，身上披着病号服以为是水手，真与假上下颠倒，疯与魔一衣之隔。两幅扑克牌玩转价值，一段小视频操弄人心，在饥寒的时刻回归原始，在蛮荒的社会呼唤文明。披上熊皮就敢称王，夺取破船就可豪饮，天降锦鱼破了彩票梦，礼花巡船断了贪婪心。冷血蜥蜴看冷血人，假装热血演出好戏。
625,上个月看了猫眼保密试映。全片可以看出黄渤剖析人性和社会乱象的野心。部分情节片不乏致敬「2001:太空漫游」、人类繁衍的探讨来衬托其命题宏大。但全片问题却非常突出，毫无铺垫的人物弧光转换，散乱的分支剧情对主题和节奏的削弱是致命的，杂糅的主题让电影看起来更像大杂烩。预计票房大扑街。
626,怀疑我跟评论的其他人看的是不是同一部电影
627,张艺兴是不错的 但是他真的不适合当演员
628,毫无节制的狂轰滥炸，一再反转推动剧情完成所谓的寓言想法，观影过程异常疲劳，何处是尽头呢？做编剧的现在很聪明，因为知道一个稍微显得有“思想”“脑子”的点子就可以蒙蔽观众，得到赞扬说这是寓言这是民族精神这是好故事，其他的甚至作为电影的特性都可以忽视不要。国产喜剧浮夸风其实跟这个社会很像，歌舞升平下其实千疮百孔，但谁也没有静下心来想想它到底该做么做。
629,无聊，但在电影院情侣厅看见一对情侣啪啪啪。。(好演员不一定是好导游)不如去看荒岛求生。开头的交代太假。
630,虽然是处女作但这部电影无论是编剧摄影和监制都已经到了这类题材的顶配了，我对他期待挺高，略微有点失望，渤哥也算很有野心，把这个反乌托邦故事讲得很大，但是一开始就飘了，故事太虚，即使后面拉回来又觉得过犹不及，这个内容太满以至于故事变散了。另外也是统筹力的不足，导演如何取舍也决定了故事好看程度。大段让我很泄气的点，不太喜欢。
631,大陆中年男演员转型执导的电影永远只有一种类型：油腻渣男，奇迹逆袭，赢得美人，一场闹剧。
632,黄渤老师很努力能感觉到。但是，是不是好戏有时真的要看短板 sorry啦不及格
633,天呐，就因为是黄渤自导自演，就没有一个敢说真话、想说真话的吗？！不管喜欢还是不喜欢，只要不违心就好。黄渤真的有想法，张艺兴确实有进步，反倒王宝强，是不是越来越魔怔了……
634,就算没有抄袭也借鉴了1963年版和1990年版的《蝇王》，大家可以关注一下！
635,才华中下 类型缺失 欺骗市场 透支口碑 一出闹戏
636,提前看的，无聊
637,没形成视听风格，因为演技有限，大量无意义对白拉扯空间等原因，镜头碎片化且综艺味太重。它想表达的，古今中外的艺术作品有更深刻的思考，说什么社会寓言，道什么荒诞大戏，不过是给它贴金而已。一堆编剧，也只能保障故事流畅，台词无深刻可能。蜥蜴之眼这种小技，真人秀玩过很多了。不过贵在真诚。
638,一场儿戏。观众还是没吃过见过，题材上稍微搞点政治暗（明）喻就如此兴奋。可执行上人物幼稚台词糟糕，每场戏之间都不连，就像小女孩化浓妆穿高跟鞋，强扮深刻反而可笑。
639,喜欢黄渤，但这电影拍的真有点次了，虽然是要讲人性，但总觉得哪儿差点，或者用力过猛？
640,《一出好戏》＝＜一出尬戏＞；感觉在看＜极限挑战＞！
641,对于一个逻辑控来说，这个片子ＢＵＧ太多，不太喜欢，打个低分吧。
642,和《大闹天竺》一样的问题，演员出身的导演，容易给表演空间更容易幻觉“表演”就是声嘶力竭。剧本特傻，安排个懂陨石的教授跟着上岛就为了渲染世界末日的背景，可台词毫无说服力，流落岛上的人也太多了，这些群演的水平也堪虞，那种80年代的夸张表演真是连当个背景板的功能都不合格。这一群人在岛上的生活、分化过程让人想起越南和占城、缅甸的中心与边缘的历史经验，可惜编剧组也没做啥功课，这块儿明明可以设置的有意思。舒淇和黄渤的爱情线够囧，刚上岛就把黄渤的彩票秘密当笑话抖出来了，我不知道这个角色还爱她啥？其实这片的爱情观就是种中国蠢男的自虐倾向，社会大环境贬低男人过头了。中彩票剧情承担的财富焦虑，爱情戏填充片长并给个很可疑的解决方案——这两点都是中国土鳖电影的标配，唯一新鲜的是有一丁点对集权的嘲讽，但咆哮表演逼格零分
643,本来想给一星真的不忍心，黄渤确实用心。讲道理这个题材这个讽刺寓意是有解读的点，但是试问热评大佬，有那么难懂和值得深究吗，拍的就是不好，很难说出口吗？台词和逻辑乱套，佯装荒诞、过分用力的桥段，令人尴尬。 发表下拙见不洗勿喷。
644,集体无意识，社会学实验，职场现形记，若隐若现的美丽新世界，都是闪光点。但讨论都太过肤浅，一点即止就又回到俗套的路子上。电视综艺级别的摄影，极不用心的配乐，都让这部电影难以达到电影的合格线。
645,电影给及格分，黄渤能拍出来这样的东西真的很不错，但是张艺兴能不能不要再出现在黄渤的电影里了？他好好去演综艺吧，别来祸害电影行业了。
646,"太拖了，也很平，包袱抖得一般。为什么张艺兴一开口说话我就出戏了？为什么张艺兴一开口说话我就出戏了？为什么张艺兴一开口说话我就出戏了？重要的事情说三遍。
"
647,看得我十分尴尬
648,虽然用心了，但讽刺很肤浅也不新鲜。好像男权视角没大有人提，男性戏份完全压倒女性，即使人物塑造都不出彩，仍能显现出女性角色的塑造比男性差一大截。上岛还要敷面膜的女孩，作为欲望对象的lucy，作为女神陪衬与满足恶俗搞笑的中年女人，d丝女神姗姗，这些女性形象简直是教科书级别的厌女症。
649,每一场喜剧桥段都是对影片的毁灭性打击。我可能是宫斗戏看多了，理想中的剧情应该是王宝强砍死于和伟，黄渤把王宝强推下悬崖，张艺兴烧死黄渤，舒淇把张艺兴扔到海里喂鱼。
650,超烂！！年度最烂！！
651,虽然用心了，但讽刺很肤浅也不新鲜。好像男权视角没大有人提，男性戏份完全压倒女性，即使人物塑造都不出彩，仍能显现出女性角色的塑造比男性差一大截。上岛还要敷面膜的女孩，作为欲望对象的lucy，作为女神陪衬与满足恶俗搞笑的中年女人，d丝女神姗姗，这些女性形象简直是教科书级别的厌女症。
652,每一场喜剧桥段都是对影片的毁灭性打击。我可能是宫斗戏看多了，理想中的剧情应该是王宝强砍死于和伟，黄渤把王宝强推下悬崖，张艺兴烧死黄渤，舒淇把张艺兴扔到海里喂鱼。
653,dbq 张艺兴太出戏了 一出来就扣掉2星 
654,瞎拍，大吼大叫，表演全面崩溃，视听还不如真人秀，综艺团建电影，玩点寓言就以为有文化
655,导演野心不是一般的大，社会宗教哲学爱情人性无所不包。可惜执行的实在粗糙油腻，爱情戏尬到不能看。不过看得出导演还蛮认真的，所以并不会觉得恶心
656,一出好戏和爱情公寓之间先选择了一出好戏，爱情公寓周末还是会去看，去看看这个抄袭货有多垃圾。一出好戏比我想象中好，当时看预告片觉得剧情设定太单一，预告讲出了所有的内容，没想到后期还有反套路。美中不足就是张艺兴，渤哥人太好了，怎么设计都要安排个这种角色给张艺兴，但是这位小鲜肉的演技和对人物的理解完全是浪费，我怀疑张艺兴都没理解这个角色。
657,●黄渤是一个好演员，戏是勉强有半出好戏。●太长了，节奏也很不舒服。故事实际上只有80分钟电影的容量。●想说的道理很多，但没有一条说的深。有一些甚至说不通。●想写人坏，又狠不下心来干坏事。想吃爱情的天鹅肉，又狠不下心来把小清新的幻想丢掉。想把主角（自己）拍成耶稣，又狠不下心来封圣。●黑暗的闸门还没开闸，水已经没有了。
658,先练练镜头语言吧。
659,弱智想象。被炸出来的“人性”，一如《动物世界》和《我不是药神》。
660,评分是刷的吗？看到一半就一直想走，不知道想拍什么，什么也没拍出来。
661,求求张艺兴的粉丝不要尬吹了，你们把这部片子的路人好感度快败光了。渤哥对你们家张艺兴够不错了，现场一场戏一场戏的教，还把马小兴这么好的角色给到他，人要懂得感恩。
662,28分钟离场，他妈太无聊
